3997,"Talk Number"
1174,"496","谁要他来照顾？是他让我加*入他的队伍，给他做帮手！"
1175,"497","……＜这位大小姐，我可惹*不起＞，啊，是，温姑娘武*艺非凡，帮了在下不少忙。"
1176,"498","你听到没有！"
1177,"499","……*对了，我明日要去金龙帮，*不知兄台可有兴趣一同前往*？"
1178,"49A","去金龙帮干什么？"
1179,"49B","听说金龙帮的帮主焦公礼几*年前杀害了仙都派闵子华的*哥哥，所以闵子华邀请武林*好手，去找焦公礼报仇。"
1180,"49C","几年前杀的？闵子华怎么知*道是焦公礼下的手？"
1181,"49D","据说是太白三英告诉他的。"
1182,"49E","太白三英？我刚才进来的时*候看见那三个家伙了，鬼鬼*祟祟的……"
1183,"49F","恩，我也觉得他们有些奇怪*。兄台，不如我们去调查一*下如何？"
1184,"4A0","调查一下也好，可不能冤枉*了好人。"
1185,"4A1","管那么多干嘛！反正大家都*认为是焦公礼的错，咱们就*去凑凑热闹，就算灭了金龙*帮，也是为朋友帮忙！＜金*龙帮是地头蛇，可能还会有*不少收获……＞"
1186,"4A2","也好，那我们先休息一晚，*明天去金龙帮。"
1187,"4A3","糟糕，起来晚了，他们大概*都已经去了金龙帮了吧，我*也过去瞧瞧热闹。"
1188,"4A4","这里有几封信……"
1189,"4A5","袁公子，温姑娘，你们看！"
1190,"4A6","好啊，原来是闵子华的哥哥*自己贪财好色，焦公礼杀了*他，也可算是为民除害了。*这太白三英里通外国，挑拨*离间……"
1191,"4A7","那我们明天去金龙帮揭发了*他们，有证据在手，看他们*谁敢抵赖。"
1192,"4A8","好，明日我也去。"
1193,"4A9","时候不早了，该去金龙帮看*看了。"
1194,"4AA","焦公礼，你杀了我大哥，今*日还相抵赖么？"
1195,"4AB","闵二爷怎么这么大的火气，*有话慢慢说。"
1196,"4AC","谁跟你慢慢说，今日我定要*为兄报仇！"
1197,"4AD","且慢！"
1198,"4AE","请各位看一看这是什么？"
1199,"4AF","这……这……我大哥他……"
1200,"4B0","闵二爷，我看今日之事就此*作罢吧，你们化干戈为玉帛*……"
1201,"4B1","哼，谁知道你这些东西是不*是自己伪造的！"
1202,"4B2","你，你，居然把证据撕毁，*姓梅的，你还要不要脸！"
1203,"4B3","也不知是谁不要脸了？害死*了人家兄长，还造几封狗屁*不通的书信来冤枉死人。反*正人已经死了，任你撒个弥*天大谎！"
1204,"4B4","不错，杀兄大仇不可不报！*洞玄师弟，我们拿下这小子*！"
1205,"4B5","两个打一个，好没羞！"
1206,"4B6","臭丫头，没见过世面，仙都*派两仪剑法，向来是两人同*使！"
1207,"4B7","你——！*好，我们就来赌一把，二位*一起上，如果能赢得了这位*少侠，我们马上离开此地。*如果你们输了，大功坊的房*子就归我！怎么样，敢赌么*？"
1208,"4B8","哼，赌就赌，看我在这小子*身上戳两个透明窟窿！洞玄*师弟，我们上！"
1209,"4B9","你……你……"
1210,"4BA","哈哈，大功坊的房子归我喽！"
1211,"4BB","阁下武功了得，梅某来领教*一二。"
1212,"4BC","技不如人，梅某告辞！"
1213,"4BD","别想跑～"
1214,"4BE","怎么？阁下还想赶尽杀绝么*？"
1215,"4BF","梅大哥，不是说你，我是说*太白三英！"
1216,"4C0","哼！你有点欺人太甚了吧，*大伙一起上！"
1217,"4C1","这太白三英，里通外国，挑*拨离间，今日之事全是他们*挑起的。梅大哥、闵二爷，*我看此事就此罢手吧。"
1218,"4C2","……告辞！"
1219,"4C3","闵二爷，咱们打的赌呢？"
1220,"4C4","哼，闵某说话算话，大公坊*归你了。告辞！"
1221,"4C5","哈哈，我赢了他的房子，哈*哈哈，袁大哥，咱们这就去*大公坊好好玩玩。"
1222,"4C6","你……唉，真拿你没办法……"
1223,"4C7","这梅剑和、刘培生都是华山*派的，算起来还是我的晚辈*，我今日实在不便出手干预*。幸亏兄台及时赶到。……*喂，青青，等等我……"
1224,"4C8","金龙帮上下全体帮众感谢少*侠大恩大德。"
1225,"4C9","焦帮主太客气了。"
1226,"4CA","多谢少侠救了家父一命。"
1227,"4CB","宛儿姑娘，太客气了。"
1228,"4CC","这根金龙鞭，请少侠收下，*且莫推辞。"
1229,"4CD","恩，好吧，多谢宛儿姑娘。"
1230,"4CE","感谢少侠大恩大德。"
1231,"4CF","金龙帮弟子正在练功，这是*我们最新设计的343阵法。*我是金龙帮总教头，姓米，*名卢，是宋代着名书法家米*芾的后人。"
1232,"4D0","知道山东出了个圣人孔仲尼*吗？为了纪念他，我爸爸给*我起名叫鲁尼。"
1233,"4D1","你好，我姓劳，名尔，华山*派的劳德诺是我二大爷。"
1234,"4D2","我姓罗，长得有点胖，大伙*都叫我""肥罗""，这个称呼我*不喜欢，很是不喜欢。"
1235,"4D3","我是嵩山派大嵩阳手费彬的*哥哥，大家都叫我费哥。"
1236,"4D4","我姓齐，名达内。我觉得金*龙帮没什么发展，我打算剃*个光头，去少林寺学习铁头*功。"
1237,"4D5","我姓贝，名克，字汉姆，长*乐帮的贝海石是我六叔。"
1238,"4D6","我就是前边那个肥罗的弟弟*，大家都叫我""罗那个弟弟*噢""。"
1239,"4D7","我姓马，名特，字拉齐。看*见前边那个姓齐的没有？我*专拉姓齐的，嘿嘿。"
1240,"4D8","知道梁山好汉急先锋索超吗*？我就是他的后代，我叫索*林。"
1241,"4D9","水泊梁山第二把金交椅，玉*麒麟卢俊义，是我祖上。我*姓卢，叫卢西奥。"
1242,"4DA","我姓李，名卡多，着名的赤*练仙子李莫愁，是我三姑。"
1243,"4DB","咦？想不到这大功坊的地下*还有宝藏？这次打赌赚的值*啊！"
1244,"4DC","青青的父亲曾经留给她母亲*一幅藏宝图，经过我多日寻*访，发现藏宝地点应该就是*在大功坊，所以青青才会提*出以大功坊为赌注的。"
1245,"4DD","哈哈，原来你们是早有预谋*啊。"
1246,"4DE","我这叫神机妙算！*……袁大哥……*我……怎么突然这么困……"
1247,"4DF","我……好像也……很困……"
1248,"4E0","不好，有人放毒！"
1249,"4E1","头好沉……我怎么睡在这了*？……袁大哥和温姑娘呢？*……咦，这里有封信……什*么？五仙教抓走了温姑娘！*袁大哥已经赶去了，我也去*看看吧。"
1250,"4E2","袁公子，你没事吧。"
1251,"4E3","还好，这五仙教的毒好厉害*！"
1252,"4E4","哼，我来会会他们！"
1253,"4E5","快放了温姑娘！"
1254,"4E6","哪来的小子，长得倒挺帅啊*，咯咯，你来呀，你来呀…*…"
1255,"4E7","袁大哥，谢谢你及时来救我*。"
1256,"4E8","喂，救你的还有我啊。"
1257,"4E9","哦，我知道，也多谢你给袁*大哥帮忙。"
1258,"4EA","＜同样是出手救人，差别咋*这么大呢？＞"
1259,"4EB","青青，他们为什么要抓你？"
1260,"4EC","他们说我爹爹这把金蛇剑是*从他们教里偷出来的，简直*岂有此理！"
1261,"4ED","夏前辈已然仙逝，从前的事*情恐怕再也弄不清了。青青*，只要你没事就好。"
1262,"4EE","那，我们接下来去哪里啊？"
1263,"4EF","华山聚会之期已近，我必须*尽快赶回华山，你随我同去*吧，拜见我恩师他老人家。"
1264,"4F0","好，以后你去哪儿，我就跟*你去哪儿。"
1265,"4F1","兄台，多谢你的相助。以后*有需要袁某的地方，尽管到*华山后山来找我。"
1266,"4F2","好，那咱们后会有期。"
1267,"4F3","青青、青青、你怎么样？"
1268,"4F4","温姑娘怎么了？"
1269,"4F5","兄台来得正是时候，快拦住*那个恶道，他打伤了青青。"
1270,"4F6","嘿嘿，交给我了，我看你往*那跑。"
1271,"4F7","哼，你们这么多人打我一个*，也不害臊。有本事单打独*斗！"
1272,"4F8","好，我就和你单打独斗。要*是我输了，随你下山。"
1273,"4F9","哈哈哈，这话要是那穆老儿*说出来，我还有几分相信。*你个乳臭未干的娃娃，拿命*来！"
1274,"4FA","青青、青青……"
1275,"4FB","袁大哥，我……恐怕不行了*……"
1276,"4FC","我来看看……有我阎王敌薛*慕华在，没有什么不行的！"
1277,"4FD","青青，你，太好了，你还活*着，我……"
1278,"4FE","袁大哥，瞧你哭的像个泪人*一样，让别人看了笑话……"
1279,"4FF","啊，是是，呵呵，我……"
1280,"500","呵呵呵，先生神乎其技，不*愧医仙之名啊！"
1281,"501","哪里哪里，穆先生过奖了。"
1282,"502","承志啊，还不快谢过胡前辈*和这位少侠。"
1283,"503","是，两位大恩，袁承志在此*谢过。今后若有任何差遣，*袁某愿赴汤蹈火！"
1284,"504","袁公子太客气了。*不过，我倒真有件事情想请*穆老前辈和袁公子帮帮我。"
1285,"505","少侠但讲无妨。"
1286,"506","我一直在寻找十四天书，不*知穆老前辈可有线索？"
1287,"507","其他的书我不知道，我这里*有一本《碧血剑》，应该是*你想要的吧。少侠帮我华山*派许多，这本书就赠与少侠*吧。"
1288,"508","多谢穆老前辈。"
1289,"509","承志啊，这位少侠帮了你这*么多，我看，今后你就跟着*他，帮他找寻十四天书吧。"
1290,"50A","是，弟子谨遵师命。"
1291,"50B","好，少侠手刃玉真子，此次*华山聚会也算功德圆满，大*家就此散了吧。"
1292,"50C","少侠，我和青青去小村了，*随时听候少侠差遣。"
1293,"50D","我来看看……有我平一指在*，没有什么不行的！"
1294,"50E","呵呵呵，先生神乎其技，老*朽佩服，不过先生号称“杀*人名医”，是不是还要再杀*一人呢？"
1295,"50F","唉，没治好令狐公子，我这*条命早已输给这位少侠了，*“杀人名医”的名号再也不*要提起啦。"
1296,"510","承志啊，还不快谢过平前辈*和这位少侠。"
1297,"511","我来看看……有我蝶谷医仙*胡青牛在，没有什么不行的*！"
1298,"512","呵呵呵，先生神乎其技，不*愧是阎王敌啊！"
1299,"513","青青，你不会有事的……"
1300,"514","袁大哥，能认识你，我很开*心，真的很开心……"
1301,"515","青青，青青……"
1302,"516","承志啊，人死不能复生，你*还是节哀吧。"
1303,"517","我……师父，弟子想一个人*静一静……我……我……"
1304,"518","孩子，你不要总想这件事了*，到处去游历一番，痛苦会*随着时间慢慢减轻。活着的*人，总是要好好活下去的…*…"
1305,"519","弟子……遵命……"
1306,"51A","袁公子……"
1307,"51B","人生不如意，十有八九啊…*…"
1308,"51C","袁公子，真没想到在这遇见*你。"
1309,"51D","原来是你啊，我正要去找你*呢。"
1310,"51E","找我？"
1311,"51F","是啊，我这些年到处游历，*无意中发现了一本奇书《碧*血剑》，我想可能就是你要*寻找的天书之一吧。"
1312,"520","太好了，这正是我要找的书*！"
1313,"521","既然如此，这本书就送给你*吧。"
1314,"522","哈哈，太好了，多谢袁公子！"
1315,"523","看到你高兴的样子，我的心*也再度活跃起来。"
1316,"524","那袁公子何不与我一同闯荡*江湖？"
1317,"525","好，愿陪少侠走一遭！"
1318,"526","不过少侠近来在江湖上似乎*做了不少不道德的事情啊…*…"
1319,"527","既然少侠需要，这本书就送*给你吧。"
1320,"528","少侠想强夺此书吗？"
1321,"529","找到什么线索了吗？"
1322,"52A","哇塞，死了这么多人。看来*金龙帮已经被闵子华找来的*人给灭了，不知道是否还剩*下什么人。"
1323,"52B","姑娘……可是这金龙帮之人*？"
1324,"52C","是又怎么样？你想连我也一*起杀么？你来呀，你来呀！"
1325,"52D","哼，别说这些人不是我杀的*，就算是我杀的又如何？不*过是为了帮闵二爷报仇而已*。你这小丫头再跟我罗嗦，*我就让你和他们一样！"
1326,"52E","你杀了我容易，可是你想要*的东西就永远得不到了。"
1327,"52F","什么东西？"
1328,"530","你不是在找十四天书吗？"
1329,"531","神啊，为什么每个人都知道*我要找十四天书……"
1330,"532","其中一本《碧血剑》，只有*我知道在哪里。"
1331,"533","那你要怎么样？"
